id_pedido,data_registro,cliente_nome,filial_origem,tipo_veiculo,valor_frete,distancia_km,tempo_estimado_horas,tempo_realizado_horas,status_pedido,motivo_ocorrencia,custo_combustivel
PED-100899,2026-06-01 16:04:00,Cliente 106,Filial Campo Largo,Semipesado,1312.45,34.5,40.8,40.171740869378944,Entregue,,1642.83
PED-100900,2026-05-28 20:39:00,Cliente 96,Filial Campo Largo,Pesado (Tratocaminhão),6750.1,429.5,36.3,37.27500913569236,Entregue,,2593.77
PED-100901,2026-02-27 13:35:00,Cliente 8,Filial São Paulo,Leve (VUC),4977.51,805.1,45.1,44.9402123885488,Entregue,,2398.21
PED-100902,2026-05-19 19:14:00,Cliente 56,Filial São Paulo,Semipesado,2204.83,638.0,28.1,27.71548921632469,Entregue,,639.61
PED-100903,2026-05-15 18:27:00,Cliente 104,Filial Campo Largo,Semipesado,3207.48,1132.2,28.4,40.047024710600155,Atrasado,Clima Adverso,887.2
PED-100904,2026-02-20 10:57:00,Cliente 83,Filial São Paulo,Pesado (Tratocaminhão),0.0,30.2,41.4,,Cancelado,Avarias no Veículo,2080.82
PED-100905,2026-01-05 04:29:00,Cliente 44,Filial Campo Largo,Médio,6535.27,530.9,17.4,24.8357159150614,Atrasado,Trânsito Intenso,2929.42
PED-100906,2026-04-06 07:09:00,Cliente 103,Filial Paranaguá,Semipesado,0.0,805.9,3.4,,Cancelado,Avarias no Veículo,1253.16
PED-100907,2026-02-07 14:31:00,Cliente 112,Filial Campo Largo,Pesado (Tratocaminhão),7358.61,268.9,36.2,35.63558264194874,Entregue,,843.46
PED-100908,2026-04-22 16:30:00,Cliente 149,Filial Curitiba - HQ,Pesado (Tratocaminhão),3079.71,873.8,13.0,13.856942585598528,Entregue,,2633.56
PED-100909,2026-05-16 07:24:00,Cliente 42,Filial Campo Largo,Médio,5367.93,106.7,23.3,32.916854184723675,Atrasado,Endereço Não Encontrado,758.91
PED-100910,2026-03-14 01:14:00,Cliente 145,Filial Campo Largo,Médio,5488.74,546.7,12.3,12.740890175269971,Entregue,,2152.74
PED-100911,2026-02-18 03:03:00,Cliente 30,Filial Curitiba - HQ,Leve (VUC),6881.79,814.7,39.9,40.00754633845712,Entregue,,295.9
PED-100912,2026-03-19 08:40:00,Cliente 26,Filial Curitiba - HQ,Semipesado,0.0,327.4,46.0,,Cancelado,Erro de Carga,253.15
PED-100913,2026-05-02 22:49:00,Cliente 125,Filial Curitiba - HQ,Leve (VUC),0.0,97.9,3.6,,Cancelado,Avarias no Veículo,1464.39
PED-100914,2026-01-10 20:35:00,Cliente 19,Filial Curitiba - HQ,Pesado (Tratocaminhão),5004.75,1148.9,12.0,11.351626138907875,Entregue,,2038.31
PED-100915,2026-05-20 07:01:00,Cliente 53,Filial Campo Largo,Semipesado,3255.94,1097.4,9.9,18.13145511479921,Atrasado,Atraso no Carregamento,598.82
PED-100916,2026-04-28 12:52:00,Cliente 85,Filial São Paulo,Pesado (Tratocaminhão),4178.81,1112.4,32.6,32.86350481957605,Entregue,,2338.87
PED-100917,2026-06-09 15:31:00,Cliente 17,Filial Curitiba - HQ,Pesado (Tratocaminhão),4382.75,1174.4,21.1,19.696558684650064,Entregue,,560.46
PED-100918,2026-02-01 01:10:00,Cliente 104,Filial Paranaguá,Pesado (Tratocaminhão),3274.4,229.8,22.4,20.464467458236523,Entregue,,1694.38
PED-100919,2026-01-10 14:16:00,Cliente 105,Filial Campo Largo,Médio,3747.26,197.8,8.4,7.971807642333497,Entregue,,1063.24
PED-100920,2026-05-26 22:08:00,Cliente 104,Filial São Paulo,Médio,1958.4,50.7,20.5,24.124911581165453,Atrasado,Problema Mecânico,2306.31
PED-100921,2026-06-02 07:58:00,Cliente 147,Filial Paranaguá,Semipesado,4753.52,1071.3,15.3,15.101119448748987,Entregue,,2451.53
PED-100922,2026-03-19 17:21:00,Cliente 124,Filial Campo Largo,Pesado (Tratocaminhão),5812.72,905.8,29.7,27.349604846315145,Entregue,,385.06
PED-100923,2026-06-07 19:20:00,Cliente 81,Filial Campo Largo,Pesado (Tratocaminhão),3508.19,763.6,11.2,16.86930843202029,Atrasado,Problema Mecânico,739.29
PED-100924,2026-02-01 18:45:00,Cliente 37,Filial Paranaguá,Semipesado,7343.76,1113.9,29.9,30.569093969402683,Entregue,,2699.4
PED-100925,2026-04-23 23:20:00,Cliente 121,Filial Curitiba - HQ,Leve (VUC),900.58,694.3,18.8,19.078019737024626,Entregue,,1363.72
PED-100926,2026-05-02 22:38:00,Cliente 70,Filial Curitiba - HQ,Pesado (Tratocaminhão),4624.12,164.4,17.3,17.789950657240993,Entregue,,1534.86
PED-100927,2026-01-12 08:46:00,Cliente 130,Filial Paranaguá,Médio,4585.21,220.5,15.4,14.419825360171455,Entregue,,670.47
PED-100928,2026-01-18 20:12:00,Cliente 59,Filial São Paulo,Leve (VUC),0.0,167.3,32.7,,Cancelado,Cancelado pelo Cliente,2985.71
PED-100929,2026-05-29 07:45:00,Cliente 118,Filial Curitiba - HQ,Leve (VUC),2071.99,376.1,27.4,31.403690737590612,Atrasado,Endereço Não Encontrado,2784.53
PED-100930,2026-04-14 13:06:00,Cliente 133,Filial Campo Largo,Leve (VUC),6838.8,461.6,41.0,40.10688244844888,Entregue,,205.67
PED-100931,2026-05-31 11:31:00,Cliente 37,Filial Campo Largo,Leve (VUC),0.0,958.2,12.4,,Cancelado,Cancelado pelo Cliente,1742.06
PED-100932,2026-03-27 21:42:00,Cliente 31,Filial São Paulo,Leve (VUC),3554.7,237.6,2.9,2.935686777518343,Entregue,,2642.35
PED-100933,2026-03-30 21:27:00,Cliente 99,Filial Campo Largo,Leve (VUC),3408.48,873.2,9.6,7.793468164147075,Entregue,,1405.49
PED-100934,2026-01-29 12:17:00,Cliente 94,Filial Curitiba - HQ,Semipesado,6717.13,594.6,17.1,26.480004313777002,Atrasado,Problema Mecânico,1423.08
PED-100935,2026-01-02 20:14:00,Cliente 6,Filial São Paulo,Semipesado,3069.22,1199.6,9.4,6.479393292662944,Entregue,,1262.17
PED-100936,2026-01-27 17:30:00,Cliente 15,Filial Curitiba - HQ,Leve (VUC),6514.17,934.1,4.9,13.5353111901764,Atrasado,Problema Mecânico,280.72
PED-100937,2026-05-31 23:43:00,Cliente 143,Filial São Paulo,Médio,2664.35,1163.1,21.9,31.409818930403453,Atrasado,Trânsito Intenso,2412.79
PED-100938,2026-01-22 10:36:00,Cliente 16,Filial Paranaguá,Semipesado,4220.53,417.4,32.8,32.04292915670112,Entregue,,1479.0
PED-100939,2026-04-07 23:02:00,Cliente 20,Filial Campo Largo,Semipesado,1506.74,156.4,36.3,35.75048809267254,Entregue,,1686.98
PED-100940,2026-04-28 18:22:00,Cliente 77,Filial São Paulo,Leve (VUC),6275.21,612.0,19.7,19.34701909754269,Entregue,,915.92
PED-100941,2026-06-06 06:43:00,Cliente 44,Filial Paranaguá,Médio,0.0,157.8,23.5,,Cancelado,Erro de Carga,2395.53
PED-100942,2026-04-21 04:46:00,Cliente 46,Filial Curitiba - HQ,Leve (VUC),0.0,596.0,36.5,,Cancelado,Erro de Carga,2422.5
PED-100943,2026-05-16 09:57:00,Cliente 95,Filial Paranaguá,Médio,681.31,331.2,17.6,17.135363850147478,Entregue,,1748.18
PED-100944,2026-05-24 07:00:00,Cliente 64,Filial Curitiba - HQ,Médio,3868.8,594.3,37.9,35.02308106268075,Entregue,,2732.96
PED-100945,2026-04-18 04:02:00,Cliente 131,Filial São Paulo,Pesado (Tratocaminhão),2076.38,1140.1,46.5,43.971374627701685,Entregue,,524.48
PED-100946,2026-05-12 07:34:00,Cliente 9,Filial São Paulo,Semipesado,3393.62,354.0,42.4,40.930693453221124,Entregue,,2402.55
PED-100947,2026-03-05 09:33:00,Cliente 42,Filial Campo Largo,Leve (VUC),6494.99,1192.2,22.3,22.52877607739936,Entregue,,1764.04
PED-100948,2026-01-10 20:45:00,Cliente 73,Filial Campo Largo,Semipesado,5887.22,282.9,28.2,38.98664742411217,Atrasado,Atraso no Carregamento,846.84
PED-100949,2026-06-04 01:40:00,Cliente 84,Filial São Paulo,Semipesado,2193.67,257.6,34.7,35.49719755316393,Entregue,,570.45
PED-100950,2026-04-22 12:08:00,Cliente 59,Filial Curitiba - HQ,Médio,7394.67,658.3,17.4,27.58116905798689,Atrasado,Clima Adverso,1042.82
PED-100951,2026-03-27 09:25:00,Cliente 21,Filial Curitiba - HQ,Semipesado,6822.47,1012.0,38.6,35.9466290649413,Entregue,,2597.68
PED-100952,2026-02-27 21:11:00,Cliente 63,Filial São Paulo,Pesado (Tratocaminhão),4200.71,901.9,21.5,21.55948656836672,Entregue,,2405.33
PED-100953,2026-01-14 01:52:00,Cliente 73,Filial Curitiba - HQ,Leve (VUC),4211.05,871.0,40.8,38.08518758467889,Entregue,,2006.37
PED-100954,2026-05-01 19:10:00,Cliente 61,Filial São Paulo,Semipesado,6808.86,346.3,13.0,12.565338111012341,Entregue,,452.92
PED-100955,2026-05-24 18:30:00,Cliente 64,Filial Campo Largo,Leve (VUC),4953.01,36.8,1.5,1.0015951647302281,Entregue,,2873.53
PED-100956,2026-03-11 23:18:00,Cliente 69,Filial Curitiba - HQ,Semipesado,4256.82,202.5,30.7,38.23007921645713,Atrasado,Atraso no Carregamento,1055.23
PED-100957,2026-04-11 03:46:00,Cliente 129,Filial Campo Largo,Leve (VUC),5744.04,425.9,22.2,20.155708371103334,Entregue,,1899.6
PED-100958,2026-05-05 03:19:00,Cliente 106,Filial Paranaguá,Leve (VUC),2145.68,1166.3,3.8,1.0,Entregue,,2448.69
PED-100959,2026-05-18 23:53:00,Cliente 65,Filial Campo Largo,Leve (VUC),6648.64,1104.5,23.9,35.2571063496932,Atrasado,Atraso no Carregamento,572.0
PED-100960,2026-06-03 04:37:00,Cliente 122,Filial Paranaguá,Semipesado,4219.91,248.8,8.9,6.055562178345528,Entregue,,2026.15
PED-100961,2026-02-23 07:38:00,Cliente 62,Filial Campo Largo,Pesado (Tratocaminhão),4724.5,873.5,30.6,30.47284618879905,Entregue,,290.43
PED-100962,2026-05-29 09:37:00,Cliente 103,Filial Campo Largo,Leve (VUC),1129.61,699.0,21.9,21.76168168065652,Entregue,,485.01
PED-100963,2026-01-04 12:19:00,Cliente 60,Filial Curitiba - HQ,Médio,2666.56,69.3,9.0,6.648313240298617,Entregue,,2224.8
PED-100964,2026-01-17 22:06:00,Cliente 46,Filial Campo Largo,Médio,3487.15,452.3,20.4,19.83196463260237,Entregue,,634.23
PED-100965,2026-01-04 13:02:00,Cliente 5,Filial São Paulo,Médio,3397.37,588.4,11.9,12.607211424357963,Entregue,,1441.82
PED-100966,2026-03-21 22:51:00,Cliente 113,Filial Curitiba - HQ,Pesado (Tratocaminhão),5947.99,804.4,31.7,30.774984083615543,Entregue,,895.33
PED-100967,2026-05-12 23:23:00,Cliente 70,Filial Curitiba - HQ,Leve (VUC),2476.26,360.9,14.9,13.699084342214034,Entregue,,1379.44
PED-100968,2026-06-07 17:18:00,Cliente 11,Filial Curitiba - HQ,Pesado (Tratocaminhão),1774.76,1121.2,39.6,38.12922906138996,Entregue,,416.22
PED-100969,2026-06-08 18:48:00,Cliente 138,Filial Campo Largo,Leve (VUC),4578.32,547.7,1.7,1.7596269650505636,Entregue,,2313.72
PED-100970,2026-03-04 13:18:00,Cliente 98,Filial Curitiba - HQ,Pesado (Tratocaminhão),4805.1,305.8,20.0,17.106962244714136,Entregue,,421.32
PED-100971,2026-05-30 23:44:00,Cliente 31,Filial Paranaguá,Leve (VUC),0.0,386.5,30.0,,Cancelado,Cancelado pelo Cliente,2546.16
PED-100972,2026-03-17 05:52:00,Cliente 12,Filial Paranaguá,Médio,517.28,904.7,2.1,13.315863922248832,Atrasado,Atraso no Carregamento,2055.3
PED-100973,2026-06-08 03:18:00,Cliente 108,Filial Campo Largo,Leve (VUC),6923.54,771.9,11.1,8.386301194842828,Entregue,,1366.44
PED-100974,2026-04-04 22:48:00,Cliente 80,Filial Curitiba - HQ,Pesado (Tratocaminhão),1057.46,893.2,16.4,15.98359710534983,Entregue,,2626.16
PED-100975,2026-05-26 19:48:00,Cliente 67,Filial São Paulo,Leve (VUC),6785.07,357.9,2.0,12.863657699364193,Atrasado,Trânsito Intenso,721.17
PED-100976,2026-02-16 10:56:00,Cliente 52,Filial São Paulo,Semipesado,3294.5,398.9,26.7,27.56250501985128,Entregue,,940.78
PED-100977,2026-04-28 12:32:00,Cliente 133,Filial Paranaguá,Leve (VUC),5071.39,482.1,30.7,28.675417143374048,Entregue,,583.95
PED-100978,2026-05-25 05:03:00,Cliente 139,Filial Campo Largo,Médio,1799.3,234.4,11.7,8.74121099944473,Entregue,,1268.39
PED-100979,2026-05-28 15:46:00,Cliente 25,Filial Campo Largo,Leve (VUC),0.0,832.3,26.5,,Cancelado,Avarias no Veículo,2962.85
PED-100980,2026-05-23 05:46:00,Cliente 35,Filial Campo Largo,Semipesado,1761.35,401.9,48.0,45.39772989080273,Entregue,,650.88
PED-100981,2026-03-19 10:38:00,Cliente 22,Filial Campo Largo,Semipesado,3205.56,398.2,42.7,41.02107569415545,Entregue,,2526.73
PED-100982,2026-05-17 15:04:00,Cliente 96,Filial Campo Largo,Semipesado,2166.18,330.5,3.8,4.151722697035051,Entregue,,2025.26
PED-100983,2026-03-02 09:49:00,Cliente 117,Filial Curitiba - HQ,Pesado (Tratocaminhão),6362.54,548.9,7.0,7.816139681042559,Entregue,,244.28
PED-100984,2026-01-03 12:42:00,Cliente 20,Filial Curitiba - HQ,Semipesado,6508.35,928.7,24.2,23.736617583406858,Entregue,,2845.69
PED-100985,2026-04-23 21:44:00,Cliente 106,Filial Curitiba - HQ,Pesado (Tratocaminhão),3104.2,1004.4,12.5,10.35254340107329,Entregue,,2919.06
PED-100986,2026-03-22 12:50:00,Cliente 4,Filial São Paulo,Semipesado,0.0,967.4,4.8,,Cancelado,Avarias no Veículo,2789.72
PED-100987,2026-05-27 09:34:00,Cliente 18,Filial Curitiba - HQ,Pesado (Tratocaminhão),5914.96,749.2,13.0,12.330701395060803,Entregue,,1604.87
PED-100988,2026-02-15 18:04:00,Cliente 51,Filial Campo Largo,Semipesado,6649.58,343.7,3.9,1.9161384939036479,Entregue,,817.05
PED-100989,2026-04-03 04:19:00,Cliente 20,Filial Campo Largo,Semipesado,4868.14,884.5,25.9,24.317925315037346,Entregue,,1295.54
PED-100990,2026-02-18 20:09:00,Cliente 122,Filial São Paulo,Leve (VUC),6991.83,56.8,24.0,21.88760786778559,Entregue,,1919.74
PED-100991,2026-01-05 03:05:00,Cliente 137,Filial São Paulo,Semipesado,3181.31,959.8,1.3,1.0,Entregue,,1260.74
PED-100992,2026-03-31 03:38:00,Cliente 80,Filial Paranaguá,Leve (VUC),1563.2,938.5,23.7,28.334058445078902,Atrasado,Atraso no Carregamento,2182.88
PED-100993,2026-02-08 17:34:00,Cliente 102,Filial São Paulo,Semipesado,0.0,807.3,25.4,,Cancelado,Avarias no Veículo,2427.61
PED-100994,2026-05-09 23:56:00,Cliente 25,Filial Paranaguá,Semipesado,0.0,126.5,29.5,,Cancelado,Erro de Carga,786.3
PED-100995,2026-04-10 05:40:00,Cliente 59,Filial Curitiba - HQ,Leve (VUC),3352.68,1196.8,46.6,43.878188836768054,Entregue,,1333.84
PED-100996,2026-03-01 11:59:00,Cliente 45,Filial Campo Largo,Leve (VUC),1594.2,910.1,47.2,44.86124840074494,Entregue,,2881.68
PED-100997,2026-02-26 19:23:00,Cliente 41,Filial Paranaguá,Pesado (Tratocaminhão),0.0,884.4,25.8,,Cancelado,Avarias no Veículo,899.46
PED-100998,2026-02-05 20:29:00,Cliente 38,Filial Paranaguá,Médio,4214.24,86.2,40.7,39.40752444893699,Entregue,,1170.05
PED-100999,2026-06-01 11:41:00,Cliente 117,Filial Paranaguá,Leve (VUC),1350.12,484.5,5.0,3.150759505475308,Entregue,,299.85
PED-100999,2026-06-01 11:41:00,Cliente 117,Filial Paranaguá,Leve (VUC),1350.12,484.5,5.0,3.150759505475308,Entregue,,299.85
PED-101001,2026-05-15 02:54:00,Cliente 14,Filial São Paulo,Semipesado,0.0,439.6,32.9,,Cancelado,Avarias no Veículo,1238.61
PED-101002,2026-01-14 23:09:00,Cliente 127,Filial São Paulo,Leve (VUC),2634.03,688.9,27.5,25.90960275075624,Entregue,,479.54
PED-101003,2026-03-21 15:53:00,Cliente 149,Filial Paranaguá,Leve (VUC),2050.49,1055.9,11.8,15.71544533130618,Atrasado,Problema Mecânico,204.04
PED-101004,2026-04-16 12:05:00,Cliente 143,Filial Curitiba - HQ,Semipesado,5389.37,346.7,3.9,2.2205385746789448,Entregue,,1811.14
PED-101005,2026-02-13 08:44:00,Cliente 3,Filial Campo Largo,Semipesado,6473.82,751.9,19.2,18.851504862771463,Entregue,,1044.27
PED-101006,2026-04-17 19:17:00,Cliente 37,Filial São Paulo,Semipesado,4925.95,205.9,31.4,40.78362693784214,Atrasado,Atraso no Carregamento,249.91
PED-101007,2026-04-17 20:03:00,Cliente 117,Filial Curitiba - HQ,Semipesado,2281.38,431.2,47.6,44.894416128230446,Entregue,,2607.84
PED-101008,2026-01-07 05:14:00,Cliente 16,Filial São Paulo,Médio,6531.46,1137.2,12.1,21.243140463502407,Atrasado,Atraso no Carregamento,1836.35
PED-101009,2026-06-09 23:10:00,Cliente 142,Filial São Paulo,Leve (VUC),4072.99,899.7,44.1,44.225221763596416,Entregue,,679.27
PED-101010,2026-05-28 23:14:00,Cliente 9,Filial Paranaguá,Semipesado,0.0,659.5,4.2,,Cancelado,Avarias no Veículo,2622.69
PED-101011,2026-05-29 09:25:00,Cliente 7,Filial Paranaguá,Semipesado,4733.08,309.5,44.8,42.987392193746274,Entregue,,910.04
PED-101012,2026-04-30 13:56:00,Cliente 142,Filial São Paulo,Médio,0.0,461.8,40.1,,Cancelado,Cancelado pelo Cliente,836.85
PED-101013,2026-02-27 20:17:00,Cliente 134,Filial Campo Largo,Leve (VUC),4656.81,196.5,2.0,1.0,Entregue,,2704.98
PED-101014,2026-03-10 02:22:00,Cliente 15,Filial São Paulo,Pesado (Tratocaminhão),0.0,430.6,15.0,,Cancelado,Avarias no Veículo,702.48
PED-101015,2026-02-18 18:50:00,Cliente 72,Filial Campo Largo,Leve (VUC),4896.12,189.3,3.4,7.262988606352673,Atrasado,Problema Mecânico,2661.16
PED-101016,2026-03-30 20:11:00,Cliente 104,Filial Curitiba - HQ,Pesado (Tratocaminhão),6650.06,956.4,47.8,47.81813099883272,Entregue,,2448.33
PED-101017,2026-04-27 03:41:00,Cliente 129,Filial São Paulo,Médio,4608.71,106.1,21.1,19.044283586006596,Entregue,,1067.38
PED-101018,2026-03-12 21:54:00,Cliente 96,Filial Campo Largo,Semipesado,2807.76,235.4,32.1,33.03854620585972,Entregue,,296.31
PED-101019,2026-02-02 16:23:00,Cliente 122,Filial Curitiba - HQ,Médio,4226.08,832.5,12.0,14.56349056604711,Atrasado,Atraso no Carregamento,431.2
PED-101020,2026-03-02 01:27:00,Cliente 115,Filial Curitiba - HQ,Leve (VUC),1104.36,1084.0,44.9,43.03706754525579,Entregue,,506.68
PED-101021,2026-02-12 08:38:00,Cliente 148,Filial Paranaguá,Semipesado,2111.22,1157.9,13.9,10.950017394409825,Entregue,,2694.24
PED-101022,2026-03-27 16:16:00,Cliente 80,Filial Curitiba - HQ,Leve (VUC),5863.62,1004.9,13.2,11.240375378299863,Entregue,,1331.3
PED-101023,2026-04-08 05:45:00,Cliente 7,Filial Paranaguá,Pesado (Tratocaminhão),5130.33,261.7,15.8,13.423391321698237,Entregue,,291.08
PED-101024,2026-04-08 00:09:00,Cliente 135,Filial Curitiba - HQ,Leve (VUC),1665.63,350.0,22.7,21.794627030861122,Entregue,,1758.34
PED-101025,2026-03-26 04:01:00,Cliente 50,Filial Curitiba - HQ,Médio,3566.11,1046.2,1.9,4.855840811667504,Atrasado,Atraso no Carregamento,782.38
PED-101026,2026-01-22 15:56:00,Cliente 130,Filial Campo Largo,Médio,1493.95,1068.3,29.1,28.309346998086752,Entregue,,858.35
PED-101027,2026-03-07 09:33:00,Cliente 47,Filial Campo Largo,Médio,0.0,772.4,2.5,,Cancelado,Erro de Carga,650.36
PED-101028,2026-05-24 15:50:00,Cliente 14,Filial Paranaguá,Semipesado,1264.19,383.2,26.3,24.487603000152628,Entregue,,2333.66
PED-101029,2026-05-05 06:21:00,Cliente 31,Filial São Paulo,Leve (VUC),0.0,276.6,22.5,,Cancelado,Erro de Carga,201.72
PED-101030,2026-03-17 23:46:00,Cliente 50,Filial Campo Largo,Semipesado,4749.0,1024.2,12.4,19.262490489992498,Atrasado,Clima Adverso,1429.16
PED-101031,2026-02-07 09:34:00,Cliente 41,Filial Curitiba - HQ,Leve (VUC),3809.44,254.3,16.5,15.420385886823983,Entregue,,443.24
PED-101032,2026-03-04 16:31:00,Cliente 14,Filial Paranaguá,Pesado (Tratocaminhão),2447.64,797.5,34.2,34.70995820614744,Entregue,,1746.65
PED-101033,2026-05-15 20:19:00,Cliente 133,Filial Paranaguá,Leve (VUC),3327.7,1161.9,1.5,1.0,Entregue,,1168.78
PED-101034,2026-06-03 03:45:00,Cliente 5,Filial Paranaguá,Leve (VUC),6144.74,849.3,15.9,13.457489176248131,Entregue,,279.38
PED-101035,2026-04-26 21:14:00,Cliente 5,Filial Curitiba - HQ,Leve (VUC),0.0,316.6,33.0,,Cancelado,Avarias no Veículo,1490.73
PED-101036,2026-04-30 07:20:00,Cliente 113,Filial Campo Largo,Leve (VUC),5671.66,346.2,8.2,6.20897860855033,Entregue,,1797.64
PED-101037,2026-03-20 21:51:00,Cliente 118,Filial São Paulo,Pesado (Tratocaminhão),5748.77,120.5,27.3,26.108169552568498,Entregue,,893.43
PED-101038,2026-04-02 13:26:00,Cliente 96,Filial Paranaguá,Semipesado,1507.2,826.6,8.9,16.360545603729005,Atrasado,Problema Mecânico,2343.43
PED-101039,2026-05-05 08:39:00,Cliente 36,Filial Curitiba - HQ,Médio,1193.68,626.9,8.3,8.494958061777014,Entregue,,1238.94
PED-101040,2026-02-27 16:01:00,Cliente 79,Filial Campo Largo,Leve (VUC),0.0,255.7,37.3,,Cancelado,Cancelado pelo Cliente,2298.17
PED-101041,2026-06-02 23:02:00,Cliente 19,Filial Campo Largo,Médio,6360.22,280.9,13.5,12.736648436304748,Entregue,,1821.24
PED-101042,2026-02-13 00:41:00,Cliente 22,Filial São Paulo,Médio,5269.23,20.7,18.7,16.461639557173207,Entregue,,2633.91
PED-101043,2026-01-06 06:51:00,Cliente 56,Filial Paranaguá,Médio,4741.34,1174.3,35.3,32.984035570784556,Entregue,,1731.39
PED-101044,2026-01-23 17:42:00,Cliente 17,Filial Curitiba - HQ,Médio,3068.1,995.3,9.4,9.746488735709129,Entregue,,719.76
PED-101045,2026-05-27 04:50:00,Cliente 17,Filial Campo Largo,Leve (VUC),0.0,479.1,26.0,,Cancelado,Avarias no Veículo,2503.26
PED-101046,2026-01-11 23:11:00,Cliente 146,Filial Curitiba - HQ,Médio,5173.6,1135.8,44.1,50.26027722963428,Atrasado,Atraso no Carregamento,2392.5
PED-101047,2026-03-15 07:23:00,Cliente 78,Filial Campo Largo,Leve (VUC),6891.24,815.8,27.0,25.57963996292317,Entregue,,2922.6
PED-101048,2026-02-10 03:36:00,Cliente 56,Filial Paranaguá,Pesado (Tratocaminhão),3558.98,904.2,3.3,2.7628903889881857,Entregue,,462.03
PED-101049,2026-03-26 07:54:00,Cliente 80,Filial Paranaguá,Semipesado,2622.49,819.1,28.7,25.75796539975857,Entregue,,1855.45
PED-101050,2026-05-17 14:14:00,Cliente 50,Filial São Paulo,Semipesado,2395.19,910.7,5.2,6.0953494994235715,Entregue,,1576.67
PED-101051,2026-04-14 17:41:00,Cliente 58,Filial Campo Largo,Leve (VUC),665.94,213.4,14.3,11.971307334213899,Entregue,,2078.44
PED-101052,2026-03-01 19:05:00,Cliente 18,Filial Curitiba - HQ,Leve (VUC),0.0,679.3,40.9,,Cancelado,Cancelado pelo Cliente,2944.5
PED-101053,2026-01-12 01:06:00,Cliente 135,Filial Campo Largo,Semipesado,7417.65,1020.8,1.5,11.674518126738354,Atrasado,Clima Adverso,1690.36
PED-101054,2026-03-21 02:44:00,Cliente 76,Filial Curitiba - HQ,Médio,0.0,33.3,4.6,,Cancelado,Cancelado pelo Cliente,2120.07
PED-101055,2026-01-03 17:42:00,Cliente 10,Filial São Paulo,Leve (VUC),6782.32,156.9,18.1,18.87611469255264,Entregue,,1172.2
PED-101056,2026-02-09 05:32:00,Cliente 69,Filial Campo Largo,Médio,4848.15,302.3,48.0,51.99622256084365,Atrasado,Endereço Não Encontrado,1037.12
PED-101057,2026-05-09 22:07:00,Cliente 85,Filial Paranaguá,Leve (VUC),3870.12,360.7,14.7,12.653991774591699,Entregue,,1138.83
PED-101058,2026-04-11 15:42:00,Cliente 131,Filial Curitiba - HQ,Leve (VUC),0.0,227.4,8.4,,Cancelado,Erro de Carga,308.1
PED-101059,2026-04-11 03:29:00,Cliente 83,Filial Paranaguá,Pesado (Tratocaminhão),3630.13,753.0,26.8,27.71792088390334,Entregue,,997.27
PED-101060,2026-04-20 21:18:00,Cliente 109,Filial São Paulo,Pesado (Tratocaminhão),6917.81,359.9,25.4,23.127087970358943,Entregue,,684.25
PED-101061,2026-02-01 08:11:00,Cliente 44,Filial São Paulo,Semipesado,5832.91,198.1,22.1,19.68718913976027,Entregue,,1480.8
PED-101062,2026-05-19 13:54:00,Cliente 142,Filial Curitiba - HQ,Pesado (Tratocaminhão),2816.85,1087.9,45.5,44.11771918040589,Entregue,,1490.31
PED-101063,2026-01-16 00:44:00,Cliente 132,Filial Campo Largo,Pesado (Tratocaminhão),4021.44,837.1,14.2,20.999038435500225,Atrasado,Problema Mecânico,2342.64
PED-101064,2026-04-29 20:20:00,Cliente 18,Filial Paranaguá,Semipesado,3190.3,302.8,14.8,21.70485119665424,Atrasado,Clima Adverso,1606.42
PED-101065,2026-06-07 12:33:00,Cliente 93,Filial Paranaguá,Médio,1453.56,439.5,7.6,5.387462572802708,Entregue,,1496.63
PED-101066,2026-01-04 05:57:00,Cliente 38,Filial Curitiba - HQ,Pesado (Tratocaminhão),2997.37,891.5,33.8,40.759295809187364,Atrasado,Atraso no Carregamento,848.55
PED-101067,2026-02-28 22:26:00,Cliente 148,Filial Curitiba - HQ,Médio,0.0,951.2,16.1,,Cancelado,Erro de Carga,2586.94
PED-101068,2026-03-10 02:32:00,Cliente 51,Filial Curitiba - HQ,Semipesado,5768.45,220.0,38.7,48.35733375016452,Atrasado,Atraso no Carregamento,454.8
PED-101069,2026-01-25 19:33:00,Cliente 19,Filial São Paulo,Leve (VUC),2443.07,1124.5,46.7,43.94980907975658,Entregue,,2950.43
PED-101070,2026-06-03 04:34:00,Cliente 120,Filial São Paulo,Médio,3075.39,944.5,3.1,12.902083816230578,Atrasado,Atraso no Carregamento,1533.01
PED-101071,2026-01-09 19:37:00,Cliente 68,Filial Paranaguá,Semipesado,4815.04,1029.6,47.7,48.04374179923033,Entregue,,720.76
PED-101072,2026-05-14 18:59:00,Cliente 66,Filial Campo Largo,Médio,3412.98,181.2,12.9,14.971505064227593,Atrasado,Atraso no Carregamento,1192.12
PED-101073,2026-05-01 10:01:00,Cliente 141,Filial Curitiba - HQ,Semipesado,4021.31,180.6,20.7,18.6614974624275,Entregue,,243.04
PED-101074,2026-04-18 11:08:00,Cliente 98,Filial São Paulo,Semipesado,5387.18,373.4,37.6,38.46605539693001,Entregue,,666.26
PED-101075,2026-05-11 11:27:00,Cliente 88,Filial Campo Largo,Leve (VUC),3770.76,86.9,32.3,31.700589444743496,Entregue,,1138.95
